shopping,73.22816327787677,34.17598133309593,252
shopping,73.23443197040413,34.188869625756254,1359
shopping,73.23014566993592,34.18021501396455,595
shopping,73.21498344098372,34.143403136962604,538
shopping,73.21503322412464,34.143893149223416,300
shopping,73.21801808011314,34.158842716527246,225
shopping,73.23518897543478,34.19013105174993,1122
shopping,73.23502419697164,34.189545947744335,880
shopping,73.24074293643287,34.192171810137,16
shopping,73.2231957579443,34.17007744063108,272
shopping,73.22539610113202,34.17112730950203,233
shopping,73.22724835649123,34.17366864686203,497
shopping,73.23318738812743,34.18751144963524,434
shopping,73.23258024725736,34.188018055756544,358
shopping,73.2333445500848,34.18748148082688,738
shopping,73.22659425169742,34.17505029533644,835
shopping,73.2299646254322,34.17948020312776,343
shopping,73.23006009781976,34.17971083018554,309
shopping,73.2169864198718,34.151613625876934,499
shopping,73.21158527662433,34.148669107922395,711
shopping,73.22528493772526,34.170757028710106,399
shopping,73.22869668339634,34.17850157438912,48
shopping,73.22816327787677,34.17598133309593,252
shopping,73.22204943610063,34.155711870444414,508
shopping,73.2230325705784,34.15585924481539,69
shopping,73.22305597006789,34.15569872669063,81
shopping,73.22722942420283,34.17528973560658,170
shopping,73.23359466210437,34.18863368451385,149
shopping,73.24074293643287,34.192171810137,16
shopping,73.2287938050173,34.17750934492613,99
shopping,73.21672455226883,34.15066107957193,120
shopping,73.22528493772526,34.1707570287101,399
shopping,73.21462302960352,34.143495244724214,46
shopping,73.22528493772526,34.170757028710106,399
