leisure,73.03294565820389,33.646821987720934,1666
park,73.03459854916625,33.6472061673088,1928
leisure,73.03169329048939,33.649551495478434,6450
park,73.03114463873523,33.6518243004811,3202
park,73.02939357519021,33.65159004234187,1598
leisure,73.0428189418073,33.645419447717465,3227
leisure,73.04046390324928,33.64293178267011,3913
leisure,73.03464596586842,33.640829833333335,2501
leisure,73.0374372123494,33.64035476892524,1620
leisure,73.03836660964706,33.64502264300934,3557
leisure,73.03722852291207,33.64066210989033,960
leisure,73.04110248317069,33.643678549686506,1830
park,73.02973484206181,33.64561495628821,2268
park,73.04533229104243,33.64450883278081,4560
