shopping,73.01690695887538,33.674806583273885,83010
shopping,73.00926387118905,33.67785900563415,2571
shopping,73.0197046783259,33.686246979777316,3082
shopping,73.02488096824389,33.677731724627016,1631
shopping,73.02046973342125,33.68380255974265,2725
shopping,73.01624333937515,33.685875519298655,2592
shopping,73.01657015402256,33.681621320248276,1028
shopping,73.02235704646716,33.68025953317913,126
shopping,73.02510044396885,33.67536944521927,158
shopping,73.01285182836686,33.67366643880582,1568
shopping,73.00971236173223,33.6806453935983,3409
